Year,Exporter,Exporter_ISO3,Exporter_Region,Exporter_Alliance,UNSC_Permanent_Member,Importer,Importer_ISO3,Importer_Region,Weapon_Category,Weapon_Subtype,Weapon_Class,Deal_Value_USD_M,Quantity,Deal_Framework,Technology_Transfer,Delivery_Timeline_Months,Importer_GDP_Per_Capita,Importer_Political_Stability,Importer_Democracy_Index,Importer_Conflict_Proximity,Active_Territorial_Dispute,Natural_Resource_Dependence,Importer_Military_Spend_Pct_GDP,Arms_Import_Trend,UN_Embargo,Escalation_Risk
2018,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Angola,AGO,Sub-Saharan Africa,Armoured Vehicles,IFV,Offensive,80.2,54,Bilateral Defence Pact,No,14,1851,2.9,2.7,No,No,High,1.8,Declining,No,Medium
2007,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Angola,AGO,Sub-Saharan Africa,Armoured Vehicles,APC,Defensive,227.2,43,Government-to-Government,No,25,2074,2.7,2.6,No,No,High,1.6,Declining,No,Medium
2008,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Pakistan,PAK,South Asia,Missiles & Air Defence,SAM System,Defensive,440.0,20,Foreign Military Sales,Yes,18,1481,3.0,4.3,Yes,Yes,Low,4.1,Accelerating,No,High
2021,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Bangladesh,BGD,South Asia,Missiles & Air Defence,Anti-Ship Missile,Offensive,142.2,7,Multilateral Programme,Yes,6,2257,4.2,4.9,No,No,Low,1.0,Declining,No,Low
2018,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Thailand,THA,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,809.3,15,Multilateral Programme,Yes,42,6842,5.2,4.4,No,No,Low,1.4,Accelerating,No,Medium
2018,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Nigeria,NGA,Sub-Saharan Africa,Naval Vessels,Corvette,Offensive,100.4,18,Foreign Military Sales,Yes,43,2218,2.6,3.8,Yes,Yes,High,0.9,Stable,No,High
2016,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Bangladesh,BGD,South Asia,Armoured Vehicles,IFV,Offensive,86.6,28,Multilateral Programme,No,25,2294,3.9,4.6,No,No,Low,1.5,Accelerating,No,Medium
2015,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Pakistan,PAK,South Asia,Combat Aircraft,UAV/Drone,Offensive,390.3,3,Foreign Military Sales,Yes,34,1425,3.0,4.1,Yes,Yes,Low,3.8,Accelerating,No,High
2019,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Bangladesh,BGD,South Asia,Sensors & Electronics,EW Suite,Defensive,29.3,27,Government-to-Government,No,26,2376,4.0,4.9,No,No,Low,1.5,Stable,No,Low
2024,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Thailand,THA,East Asia & Pacific,Combat Aircraft,Multi-Role Aircraft,Offensive,554.9,22,Multilateral Programme,No,29,6671,5.2,4.8,No,No,Low,1.2,Accelerating,No,Low
2020,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Vietnam,VNM,East Asia & Pacific,Sensors & Electronics,EW Suite,Defensive,169.8,11,Government-to-Government,No,20,3574,5.5,2.9,No,Yes,Low,2.1,Stable,No,Medium
2016,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Ethiopia,ETH,Sub-Saharan Africa,Artillery & Ammunition,Mortar System,Offensive,46.7,38,Foreign Military Sales,No,14,907,2.2,3.1,Yes,Yes,Low,0.6,Accelerating,Yes,High
2015,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Bangladesh,BGD,South Asia,Armoured Vehicles,Main Battle Tank,Offensive,375.0,30,Bilateral Defence Pact,No,19,2375,4.2,5.0,No,No,Low,1.4,Stable,No,Medium
2017,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Pakistan,PAK,South Asia,Combat Aircraft,UAV/Drone,Offensive,1197.4,2,Multilateral Programme,No,28,1474,2.9,4.1,Yes,Yes,Low,3.8,Declining,No,High
2005,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Pakistan,PAK,South Asia,Combat Aircraft,Trainer/Light Combat,Defensive,423.0,6,Multilateral Programme,Yes,42,1411,3.5,4.2,Yes,Yes,Low,3.9,Stable,No,Medium
2012,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Thailand,THA,East Asia & Pacific,Combat Aircraft,Multi-Role Aircraft,Offensive,238.4,14,Multilateral Programme,Yes,14,6842,4.8,4.6,No,No,Low,1.6,Stable,No,Medium
2022,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Kenya,KEN,Sub-Saharan Africa,Combat Aircraft,Fighter Jet,Offensive,256.3,4,Offset Agreement,No,21,1864,3.6,4.3,Yes,No,Low,1.4,Stable,No,High
2007,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Bangladesh,BGD,South Asia,Armoured Vehicles,Main Battle Tank,Offensive,40.4,83,Foreign Military Sales,No,39,2300,4.0,4.9,No,No,Low,1.5,Stable,No,Low
2010,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,7.5,147,Bilateral Defence Pact,No,6,3592,3.3,3.4,No,Yes,High,5.0,Accelerating,No,High
2011,China,CHN,East Asia & Pacific,Non-Aligned,Yes,Angola,AGO,Sub-Saharan Africa,Helicopters,Transport Helicopter,Defensive,50.4,5,Government-to-Government,Yes,17,1901,3.0,2.7,No,No,High,1.8,Declining,No,Low
2007,Germany,DEU,Europe & Central Asia,NATO,No,Brazil,BRA,Latin America & Caribbean,Missiles & Air Defence,MANPADS,Defensive,120.4,6,Direct Commercial Sale,Yes,22,8023,5.3,7.0,No,No,Medium,1.5,Declining,No,Low
2020,Germany,DEU,Europe & Central Asia,NATO,No,Qatar,QAT,Middle East & North Africa,Sensors & Electronics,Radar System,Defensive,46.9,26,Offset Agreement,Yes,34,63011,7.1,2.1,No,No,High,1.5,Stable,No,Low
2006,Germany,DEU,Europe & Central Asia,NATO,No,Egypt,EGY,Middle East & North Africa,Naval Vessels,Corvette,Offensive,282.5,22,Foreign Military Sales,Yes,40,3514,4.0,2.7,Yes,No,Low,1.2,Declining,No,Medium
2020,Germany,DEU,Europe & Central Asia,NATO,No,Indonesia,IDN,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,512.4,6,Foreign Military Sales,Yes,42,3906,5.3,6.1,No,Yes,Medium,0.9,Accelerating,No,High
2006,Germany,DEU,Europe & Central Asia,NATO,No,Poland,POL,Europe & Central Asia,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,20.2,138,Bilateral Defence Pact,No,18,16050,6.9,6.8,No,No,Low,3.7,Accelerating,No,Low
2018,Germany,DEU,Europe & Central Asia,NATO,No,Chile,CHL,Latin America & Caribbean,Combat Aircraft,UAV/Drone,Offensive,147.1,16,Offset Agreement,No,34,13979,6.8,8.1,No,No,Medium,1.7,Stable,No,Low
2015,Germany,DEU,Europe & Central Asia,NATO,No,Colombia,COL,Latin America & Caribbean,Naval Vessels,Patrol Boat,Defensive,99.6,22,Direct Commercial Sale,No,46,6657,3.8,6.0,Yes,No,Medium,2.9,Declining,No,Medium
2014,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,231.1,8,Foreign Military Sales,Yes,19,32818,7.5,7.8,No,Yes,Low,2.4,Stable,No,Medium
2007,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,34.7,13,Offset Agreement,No,8,56337,8.2,8.8,No,No,Medium,2.2,Stable,No,Low
2017,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Naval Vessels,Patrol Boat,Defensive,487.5,10,Foreign Military Sales,No,36,59095,8.0,8.8,No,No,Medium,1.9,Stable,No,Low
2023,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Naval Vessels,Submarine,Offensive,113.3,3,Government-to-Government,No,24,58416,8.0,8.7,No,No,Medium,2.2,Accelerating,No,Medium
2018,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Naval Vessels,Frigate,Offensive,172.8,3,Bilateral Defence Pact,Yes,25,20431,6.3,7.5,No,Yes,Low,3.6,Stable,No,Medium
2005,Germany,DEU,Europe & Central Asia,NATO,No,Chile,CHL,Latin America & Caribbean,Naval Vessels,Frigate,Offensive,268.0,17,Foreign Military Sales,Yes,24,14937,6.7,8.2,No,No,Medium,2.1,Stable,No,Medium
2005,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,59.7,25,Foreign Military Sales,No,14,30058,7.4,8.0,No,Yes,Low,2.4,Declining,No,Low
2019,Germany,DEU,Europe & Central Asia,NATO,No,Algeria,DZA,Middle East & North Africa,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,24.7,126,Bilateral Defence Pact,Yes,38,3428,3.7,3.2,No,Yes,High,5.2,Accelerating,No,High
2018,Germany,DEU,Europe & Central Asia,NATO,No,Chile,CHL,Latin America & Caribbean,Artillery & Ammunition,Mortar System,Offensive,84.4,3,Bilateral Defence Pact,No,8,15540,6.2,7.9,No,No,Medium,1.9,Stable,No,Low
2015,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Naval Vessels,Frigate,Offensive,79.1,19,Direct Commercial Sale,Yes,16,21555,5.9,7.5,No,Yes,Low,3.6,Stable,No,Medium
2019,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Combat Aircraft,UAV/Drone,Offensive,257.1,15,Direct Commercial Sale,Yes,22,20068,6.1,7.3,No,Yes,Low,3.9,Accelerating,No,Low
2020,Germany,DEU,Europe & Central Asia,NATO,No,Norway,NOR,Europe & Central Asia,Armoured Vehicles,Main Battle Tank,Offensive,115.3,105,Government-to-Government,No,24,72510,9.1,9.8,No,No,High,2.0,Accelerating,No,Medium
2023,Germany,DEU,Europe & Central Asia,NATO,No,Algeria,DZA,Middle East & North Africa,Missiles & Air Defence,SAM System,Defensive,323.0,16,Government-to-Government,Yes,26,3826,3.2,3.2,No,Yes,High,5.3,Stable,No,High
2014,Germany,DEU,Europe & Central Asia,NATO,No,Brazil,BRA,Latin America & Caribbean,Missiles & Air Defence,SAM System,Defensive,233.0,32,Direct Commercial Sale,No,20,8200,5.5,7.0,No,No,Medium,1.0,Declining,No,Low
2008,Germany,DEU,Europe & Central Asia,NATO,No,India,IND,South Asia,Armoured Vehicles,MRAP,Defensive,147.8,11,Direct Commercial Sale,Yes,41,2418,4.9,6.6,Yes,Yes,Low,2.1,Stable,No,Medium
2015,Germany,DEU,Europe & Central Asia,NATO,No,Romania,ROU,Europe & Central Asia,Artillery & Ammunition,MLRS,Offensive,161.9,46,Government-to-Government,No,27,14699,6.0,6.5,No,No,Low,2.4,Declining,No,Low
2017,Germany,DEU,Europe & Central Asia,NATO,No,Indonesia,IDN,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,256.6,11,Foreign Military Sales,No,16,4192,5.3,6.5,No,Yes,Medium,0.8,Stable,No,Medium
2011,Germany,DEU,Europe & Central Asia,NATO,No,Qatar,QAT,Middle East & North Africa,Naval Vessels,Submarine,Offensive,141.1,2,Bilateral Defence Pact,No,41,57810,7.0,1.9,No,No,High,1.7,Declining,No,Low
2020,Germany,DEU,Europe & Central Asia,NATO,No,Poland,POL,Europe & Central Asia,Sensors & Electronics,Targeting Pod,Offensive,47.2,13,Direct Commercial Sale,No,30,16797,7.2,7.0,No,No,Low,3.9,Declining,No,Low
2019,Germany,DEU,Europe & Central Asia,NATO,No,Brazil,BRA,Latin America & Caribbean,Sensors & Electronics,C4ISR Package,Defensive,47.1,23,Offset Agreement,No,28,8235,5.7,6.8,No,No,Medium,1.3,Accelerating,No,Low
2017,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,57.7,115,Government-to-Government,No,46,30625,7.8,7.8,No,Yes,Low,2.4,Stable,No,Low
2006,Germany,DEU,Europe & Central Asia,NATO,No,Romania,ROU,Europe & Central Asia,Artillery & Ammunition,MLRS,Offensive,88.1,64,Direct Commercial Sale,Yes,44,13718,5.6,6.2,No,No,Low,2.2,Stable,No,Low
2007,Germany,DEU,Europe & Central Asia,NATO,No,Singapore,SGP,East Asia & Pacific,Naval Vessels,Corvette,Offensive,368.3,22,Bilateral Defence Pact,No,21,61317,8.8,5.9,No,No,Low,3.0,Stable,No,Low
2009,Germany,DEU,Europe & Central Asia,NATO,No,Poland,POL,Europe & Central Asia,Naval Vessels,Submarine,Offensive,366.8,20,Multilateral Programme,Yes,39,16647,7.2,7.1,No,No,Low,3.7,Stable,No,Low
2022,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,180.5,6,Direct Commercial Sale,Yes,13,31783,7.4,7.9,No,Yes,Low,2.4,Declining,No,Low
2005,Germany,DEU,Europe & Central Asia,NATO,No,Egypt,EGY,Middle East & North Africa,Artillery & Ammunition,Mortar System,Offensive,45.0,62,Bilateral Defence Pact,Yes,12,3664,3.6,2.6,Yes,No,Low,1.5,Stable,No,High
2022,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,131.1,40,Offset Agreement,Yes,37,57259,8.4,8.7,No,No,Medium,2.3,Declining,No,Low
2015,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Helicopters,Utility Helicopter,Defensive,190.8,20,Government-to-Government,Yes,24,55758,8.1,8.6,No,No,Medium,2.2,Declining,No,Low
2015,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Sensors & Electronics,C4ISR Package,Defensive,94.5,20,Multilateral Programme,Yes,12,33340,7.3,7.8,No,Yes,Low,2.7,Declining,No,Low
2011,Germany,DEU,Europe & Central Asia,NATO,No,Poland,POL,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,193.3,6,Foreign Military Sales,Yes,23,15972,6.7,7.1,No,No,Low,3.8,Stable,No,Low
2013,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Naval Vessels,Frigate,Offensive,811.3,9,Foreign Military Sales,No,12,34310,7.5,8.1,No,Yes,Low,2.4,Stable,No,Medium
2016,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Artillery & Ammunition,MLRS,Offensive,37.0,67,Multilateral Programme,Yes,19,58691,8.1,8.8,No,No,Medium,2.0,Stable,No,Low
2008,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Armoured Vehicles,IFV,Offensive,100.4,58,Bilateral Defence Pact,No,44,18938,6.0,7.4,No,Yes,Low,3.8,Accelerating,No,Medium
2019,Germany,DEU,Europe & Central Asia,NATO,No,Indonesia,IDN,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,176.4,64,Offset Agreement,No,23,4526,5.1,6.2,No,Yes,Medium,1.0,Stable,No,Low
2018,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Sensors & Electronics,Radar System,Defensive,74.6,18,Multilateral Programme,Yes,37,21220,6.2,7.4,No,Yes,Low,3.4,Stable,No,Low
2009,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Missiles & Air Defence,SAM System,Defensive,148.0,41,Foreign Military Sales,Yes,43,19101,5.9,7.5,No,Yes,Low,3.6,Declining,No,Low
2008,Germany,DEU,Europe & Central Asia,NATO,No,Singapore,SGP,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,269.5,32,Foreign Military Sales,Yes,13,69230,9.3,5.8,No,No,Low,3.5,Stable,No,Low
2021,Germany,DEU,Europe & Central Asia,NATO,No,Norway,NOR,Europe & Central Asia,Helicopters,Attack Helicopter,Offensive,94.6,18,Foreign Military Sales,No,45,83694,8.8,9.9,No,No,High,2.0,Declining,No,Low
2013,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Naval Vessels,Submarine,Offensive,84.4,22,Direct Commercial Sale,No,26,34470,7.2,8.0,No,Yes,Low,2.8,Accelerating,No,Medium
2006,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Armoured Vehicles,APC,Defensive,129.2,51,Government-to-Government,Yes,11,19473,6.2,7.5,No,Yes,Low,3.9,Accelerating,No,Medium
2007,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Armoured Vehicles,Main Battle Tank,Offensive,128.3,14,Government-to-Government,No,28,20510,5.9,7.5,No,Yes,Low,3.4,Stable,No,Medium
2013,Germany,DEU,Europe & Central Asia,NATO,No,Colombia,COL,Latin America & Caribbean,Missiles & Air Defence,SAM System,Defensive,513.7,7,Bilateral Defence Pact,No,34,6866,3.8,5.9,Yes,No,Medium,3.5,Stable,No,Medium
2017,Germany,DEU,Europe & Central Asia,NATO,No,Egypt,EGY,Middle East & North Africa,Combat Aircraft,Fighter Jet,Offensive,265.3,7,Bilateral Defence Pact,No,37,3457,4.0,2.7,Yes,No,Low,1.5,Stable,No,High
2012,Germany,DEU,Europe & Central Asia,NATO,No,Indonesia,IDN,East Asia & Pacific,Helicopters,Utility Helicopter,Defensive,334.8,18,Foreign Military Sales,No,45,3969,5.1,6.1,No,Yes,Medium,0.7,Declining,No,Low
2020,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,141.3,110,Multilateral Programme,No,32,21526,5.9,7.6,No,Yes,Low,3.6,Stable,No,Medium
2017,Germany,DEU,Europe & Central Asia,NATO,No,Singapore,SGP,East Asia & Pacific,Sensors & Electronics,C4ISR Package,Defensive,12.1,25,Foreign Military Sales,No,46,68944,9.2,5.9,No,No,Low,3.3,Stable,No,Low
2017,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,167.8,28,Foreign Military Sales,Yes,27,33469,7.4,8.2,No,Yes,Low,2.7,Declining,No,Medium
2009,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,234.9,44,Direct Commercial Sale,Yes,25,32085,7.5,8.0,No,Yes,Low,2.5,Declining,No,Low
2024,Germany,DEU,Europe & Central Asia,NATO,No,Singapore,SGP,East Asia & Pacific,Naval Vessels,Frigate,Offensive,121.5,16,Offset Agreement,No,47,68907,8.8,6.1,No,No,Low,3.0,Accelerating,No,Medium
2019,Germany,DEU,Europe & Central Asia,NATO,No,Egypt,EGY,Middle East & North Africa,Helicopters,Utility Helicopter,Defensive,145.4,10,Direct Commercial Sale,Yes,19,3742,3.7,2.6,Yes,No,Low,1.4,Declining,No,High
2011,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Helicopters,Attack Helicopter,Offensive,204.1,15,Government-to-Government,Yes,41,31401,7.3,8.1,No,Yes,Low,2.9,Accelerating,No,Medium
2018,Germany,DEU,Europe & Central Asia,NATO,No,Chile,CHL,Latin America & Caribbean,Missiles & Air Defence,MANPADS,Defensive,97.4,21,Government-to-Government,No,8,16120,6.6,8.1,No,No,Medium,1.8,Stable,No,Low
2018,Germany,DEU,Europe & Central Asia,NATO,No,Colombia,COL,Latin America & Caribbean,Missiles & Air Defence,SAM System,Defensive,239.3,17,Government-to-Government,Yes,30,6521,4.2,6.2,Yes,No,Medium,3.5,Accelerating,No,Medium
2013,Germany,DEU,Europe & Central Asia,NATO,No,Egypt,EGY,Middle East & North Africa,Artillery & Ammunition,Mortar System,Offensive,118.8,17,Multilateral Programme,Yes,13,3735,4.0,3.0,Yes,No,Low,1.5,Stable,No,Medium
2013,Germany,DEU,Europe & Central Asia,NATO,No,Norway,NOR,Europe & Central Asia,Armoured Vehicles,IFV,Offensive,16.1,74,Foreign Military Sales,No,31,80792,8.5,9.8,No,No,High,1.9,Accelerating,No,Medium
2024,Germany,DEU,Europe & Central Asia,NATO,No,Romania,ROU,Europe & Central Asia,Missiles & Air Defence,Anti-Ship Missile,Offensive,900.0,67,Foreign Military Sales,No,15,13798,5.9,6.6,No,No,Low,2.6,Stable,No,Low
2021,Germany,DEU,Europe & Central Asia,NATO,No,India,IND,South Asia,Missiles & Air Defence,Anti-Ship Missile,Offensive,235.2,36,Bilateral Defence Pact,No,22,2335,5.1,6.6,Yes,Yes,Low,2.3,Stable,No,High
2015,Germany,DEU,Europe & Central Asia,NATO,No,Singapore,SGP,East Asia & Pacific,Naval Vessels,Frigate,Offensive,259.6,23,Foreign Military Sales,Yes,6,67906,9.0,5.9,No,No,Low,2.9,Stable,No,Low
2017,Germany,DEU,Europe & Central Asia,NATO,No,Algeria,DZA,Middle East & North Africa,Missiles & Air Defence,Cruise Missile,Offensive,355.4,41,Bilateral Defence Pact,Yes,33,3699,3.7,3.3,No,Yes,High,5.5,Declining,No,Medium
2024,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,161.5,50,Government-to-Government,No,41,33032,7.5,8.0,No,Yes,Low,2.8,Accelerating,No,Medium
2020,Germany,DEU,Europe & Central Asia,NATO,No,Singapore,SGP,East Asia & Pacific,Sensors & Electronics,EW Suite,Defensive,21.3,5,Direct Commercial Sale,No,21,70083,9.1,6.0,No,No,Low,3.4,Stable,No,Low
2022,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,900.0,79,Bilateral Defence Pact,No,45,55664,8.0,8.8,No,No,Medium,2.1,Accelerating,No,Medium
2022,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Helicopters,Utility Helicopter,Defensive,43.6,7,Direct Commercial Sale,No,25,19722,5.9,7.5,No,Yes,Low,3.8,Stable,No,Low
2008,Germany,DEU,Europe & Central Asia,NATO,No,Egypt,EGY,Middle East & North Africa,Combat Aircraft,UAV/Drone,Offensive,170.9,7,Foreign Military Sales,No,14,3536,3.5,2.8,Yes,No,Low,1.5,Accelerating,No,High
2016,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Naval Vessels,Frigate,Offensive,269.8,22,Foreign Military Sales,Yes,45,29590,7.4,8.0,No,Yes,Low,2.5,Stable,No,Medium
2018,Germany,DEU,Europe & Central Asia,NATO,No,Chile,CHL,Latin America & Caribbean,Armoured Vehicles,IFV,Offensive,133.6,38,Direct Commercial Sale,Yes,22,14673,6.6,8.0,No,No,Medium,1.9,Declining,No,Low
2009,Germany,DEU,Europe & Central Asia,NATO,No,Egypt,EGY,Middle East & North Africa,Combat Aircraft,Fighter Jet,Offensive,250.3,10,Government-to-Government,Yes,21,3520,3.8,3.0,Yes,No,Low,1.2,Declining,No,Medium
2007,Germany,DEU,Europe & Central Asia,NATO,No,Singapore,SGP,East Asia & Pacific,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,10.2,205,Foreign Military Sales,No,6,69769,9.1,6.2,No,No,Low,3.5,Stable,No,Low
2009,Germany,DEU,Europe & Central Asia,NATO,No,Greece,GRC,Europe & Central Asia,Missiles & Air Defence,MANPADS,Defensive,91.8,22,Bilateral Defence Pact,No,29,19464,6.0,7.5,No,Yes,Low,3.8,Stable,No,Low
2016,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Helicopters,Naval Helicopter,Defensive,116.6,5,Government-to-Government,No,26,30722,7.7,8.1,No,Yes,Low,2.7,Stable,No,Low
2006,Germany,DEU,Europe & Central Asia,NATO,No,Indonesia,IDN,East Asia & Pacific,Artillery & Ammunition,Guided Munitions,Offensive,34.3,63,Bilateral Defence Pact,No,35,4116,5.4,6.3,No,Yes,Medium,1.0,Declining,No,Low
2011,Germany,DEU,Europe & Central Asia,NATO,No,Colombia,COL,Latin America & Caribbean,Naval Vessels,Corvette,Offensive,1200.0,1,Bilateral Defence Pact,No,40,6026,4.1,6.0,Yes,No,Medium,3.0,Declining,No,Medium
2020,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Naval Vessels,Frigate,Offensive,185.9,3,Bilateral Defence Pact,No,38,32533,7.8,7.9,No,Yes,Low,2.3,Accelerating,No,Medium
2021,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Artillery & Ammunition,MLRS,Offensive,31.0,30,Foreign Military Sales,No,23,51479,8.4,8.6,No,No,Medium,2.1,Stable,No,Low
2015,Germany,DEU,Europe & Central Asia,NATO,No,India,IND,South Asia,Sensors & Electronics,C4ISR Package,Defensive,117.1,10,Government-to-Government,No,29,2322,5.0,6.8,Yes,Yes,Low,2.3,Stable,No,High
2014,Germany,DEU,Europe & Central Asia,NATO,No,South Korea,KOR,East Asia & Pacific,Artillery & Ammunition,Mortar System,Offensive,31.6,2,Direct Commercial Sale,No,11,33896,7.7,7.8,No,Yes,Low,2.8,Stable,No,Medium
2022,Germany,DEU,Europe & Central Asia,NATO,No,Brazil,BRA,Latin America & Caribbean,Combat Aircraft,Multi-Role Aircraft,Offensive,670.9,18,Multilateral Programme,No,14,8200,5.8,7.1,No,No,Medium,1.1,Stable,No,Low
2020,Germany,DEU,Europe & Central Asia,NATO,No,Singapore,SGP,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,114.3,19,Foreign Military Sales,Yes,30,64687,8.9,5.8,No,No,Low,3.0,Accelerating,No,Low
2020,Germany,DEU,Europe & Central Asia,NATO,No,Egypt,EGY,Middle East & North Africa,Combat Aircraft,Multi-Role Aircraft,Offensive,1230.7,23,Government-to-Government,No,29,3495,3.7,2.8,Yes,No,Low,1.4,Accelerating,No,High
2019,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,666.0,3,Government-to-Government,Yes,28,55730,8.0,8.8,No,No,Medium,2.1,Declining,No,Low
2018,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,177.9,78,Foreign Military Sales,No,43,51582,8.2,8.6,No,No,Medium,1.8,Stable,No,Low
2014,Germany,DEU,Europe & Central Asia,NATO,No,Australia,AUS,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,84.4,9,Multilateral Programme,No,47,56329,8.3,8.7,No,No,Medium,1.9,Declining,No,Low
